day_id,day_of_week,is_weekend,price_level_raw,price_duration_raw,price_ramp_raw,load_level_raw,load_duration_raw,load_ramp_raw,lambda_level_raw,lambda_duration_raw,lambda_ramp_raw,joint_raw,price_level_pct,price_ramp_pct,price_duration_pct,load_level_pct,load_ramp_pct,load_duration_pct,lambda_level_pct,lambda_ramp_pct,lambda_duration_pct,joint_pct,price_stress,load_stress,lambda_stress,stress_unscaled,stress_score
25,4,0,3.09588737487793,0.3541666666666667,1.6705942153930664,2.440554141998291,0.15625,1.6023818254470825,3.635194110870361,0.4270833333333333,1.6584270000457764,0.240625,0.84,0.64,0.88,0.72,0.32,0.68,1.0,0.6,0.92,0.92,0.7999999999999999,0.61,0.88,0.7635,0.88
26,5,1,0.8106335401535034,0.020833333333333332,1.580428123474121,1.8919669151306153,0.08333333333333333,1.926513910293579,1.21194589138031,0.052083333333333336,1.4766610860824585,0.024999999999999998,0.12,0.48,0.0,0.24,0.8,0.2,0.2,0.16,0.32,0.28,0.18,0.37,0.22000000000000003,0.2675,0.28
27,6,1,3.1735278129577633,0.28125,1.74965500831604,3.2851095676422117,0.25,1.3859483003616333,3.239575147628784,0.20833333333333334,1.8119988441467285,0.13645833333333335,0.92,0.76,0.8,0.96,0.08,0.88,0.92,0.92,0.76,0.72,0.8500000000000001,0.72,0.8800000000000001,0.7895,0.92
28,0,0,1.346218538284302,0.052083333333333336,1.4563255310058594,1.484675359725952,0.08333333333333333,1.882155418395996,0.8009401321411134,0.03125,1.648590326309204,0.021875,0.28,0.2,0.28,0.08,0.76,0.2,0.04,0.48,0.12,0.28,0.26,0.28,0.16999999999999998,0.2565,0.24
29,1,0,2.2566729545593263,0.11458333333333333,1.7902443408966064,2.130577325820923,0.14583333333333334,1.945974588394165,2.03162202835083,0.11458333333333333,1.657547950744629,0.057291666666666664,0.72,0.84,0.52,0.48,0.92,0.56,0.56,0.56,0.4,0.6,0.7,0.61,0.52,0.6265,0.6
30,2,0,1.9307026386260986,0.10416666666666667,1.6320847272872925,1.924488401412964,0.125,1.5232398509979248,2.02908079624176,0.13541666666666666,1.4235544204711914,0.04375,0.48,0.6,0.52,0.28,0.24,0.48,0.48,0.08,0.48,0.6,0.52,0.32,0.38,0.44099999999999995,0.32
31,3,0,0.7828881859779357,0.03125,1.3588201999664307,1.1577409029006958,0.052083333333333336,1.6238347291946411,0.09050785899162293,0.010416666666666666,1.3840456008911133,0.014583333333333332,0.08,0.08,0.2,0.0,0.44,0.04,0.04,0.04,0.0,0.08,0.11,0.12,0.03,0.09699999999999999,0.0
32,4,0,2.587523937225342,0.16666666666666666,1.4922722578048706,2.746293067932129,0.20833333333333334,1.8061856031417847,2.4939126491546633,0.19791666666666666,1.5996618270874023,0.10104166666666665,0.84,0.32,0.68,0.88,0.68,0.76,0.76,0.4,0.68,0.68,0.67,0.8,0.65,0.714,0.72
33,5,1,2.4717435359954836,0.125,1.7620296478271484,2.429237174987793,0.16666666666666666,1.9656282663345337,2.724289894104004,0.17708333333333334,1.7333241701126099,0.071875,0.72,0.8,0.64,0.68,0.96,0.68,0.84,0.84,0.68,0.68,0.7200000000000001,0.7500000000000001,0.8,0.7364999999999999,0.76
34,6,1,1.2679197549819947,0.052083333333333336,1.2169334888458252,1.5779926538467408,0.07291666666666667,1.7092530727386475,1.5512099742889405,0.08333333333333333,1.6531846523284912,0.0,0.2,0.04,0.28,0.12,0.52,0.2,0.36,0.52,0.32,0.04,0.18,0.24,0.39,0.2115,0.08
35,0,0,0.8964360952377319,0.020833333333333332,1.4186198711395264,1.9527923583984377,0.0625,1.9410321712493896,1.0987510919570922,0.041666666666666664,1.4490302801132202,0.014583333333333332,0.2,0.12,0.0,0.32,0.88,0.12,0.12,0.12,0.12,0.08,0.13,0.41000000000000003,0.12,0.219,0.16
36,1,0,2.253790950775146,0.28125,1.6105707883834839,2.19348783493042,0.21875,1.7129473686218262,2.3020920276641847,0.3229166666666667,1.4834237098693848,0.17708333333333331,0.68,0.56,0.8,0.48,0.56,0.8,0.72,0.2,0.84,0.8,0.68,0.5800000000000001,0.62,0.654,0.68
37,2,0,2.4772372245788574,0.4166666666666667,1.491890788078308,2.472478485107422,0.3125,1.494687795639038,2.243636465072632,0.3854166666666667,1.6773169040679932,0.2604166666666667,0.8,0.28,0.92,0.76,0.2,0.96,0.72,0.72,0.88,0.96,0.7000000000000001,0.6699999999999999,0.76,0.7374999999999999,0.8
38,3,0,1.9243935823440552,0.125,1.5104470252990723,2.067233991622925,0.11458333333333333,1.7142353057861328,2.2119019508361815,0.14583333333333334,1.5632503032684326,0.04375,0.48,0.36,0.64,0.36,0.6,0.32,0.68,0.32,0.64,0.6,0.49,0.41,0.5800000000000001,0.492,0.4
39,4,0,0.8421919345855713,0.03125,1.7068039178848267,1.6286474466323853,0.08333333333333333,1.4337478876113892,1.2235460042953492,0.03125,1.6629517078399658,0.017708333333333333,0.16,0.68,0.2,0.2,0.12,0.2,0.2,0.64,0.12,0.24,0.3,0.18,0.29000000000000004,0.2475,0.16
40,5,1,3.735172939300537,0.4270833333333333,2.0011332035064697,2.882464122772217,0.23958333333333334,2.027827739715576,3.2214790821075443,0.3229166666666667,1.9323244094848633,0.2375,0.96,0.96,0.92,0.88,1.0,0.84,0.84,0.96,0.84,0.88,0.95,0.8999999999999999,0.8699999999999999,0.9099999999999999,0.92
41,6,1,1.498861050605774,0.10416666666666667,1.4469285011291504,1.773921537399292,0.07291666666666667,1.4832913875579834,1.3115115404129027,0.052083333333333336,1.5221575498580933,0.014583333333333332,0.32,0.16,0.52,0.24,0.16,0.2,0.32,0.28,0.32,0.08,0.33,0.21000000000000002,0.31,0.2475,0.16
42,0,0,3.725075817108154,0.4791666666666667,2.0294761657714844,3.5294793605804444,0.3854166666666667,1.800329566001892,3.294111204147339,0.46875,2.1483442783355713,0.36354166666666665,0.96,1.0,1.0,1.0,0.64,1.0,0.92,1.0,1.0,1.0,0.98,0.91,0.96,0.9555,0.96
