day_id,day_of_week,is_weekend,price_level_raw,price_duration_raw,price_ramp_raw,load_level_raw,load_duration_raw,load_ramp_raw,lambda_level_raw,lambda_duration_raw,lambda_ramp_raw,joint_raw,price_level_pct,price_ramp_pct,price_duration_pct,load_level_pct,load_ramp_pct,load_duration_pct,lambda_level_pct,lambda_ramp_pct,lambda_duration_pct,joint_pct,price_stress,load_stress,lambda_stress,stress_unscaled,stress_score
0,0,0,1.190051794052124,0.041666666666666664,1.6209408044815063,1.9116525173187258,0.10416666666666667,1.2103997468948364,0.7253869056701661,0.0,1.4326964616775513,0.014583333333333332,0.32,0.48,0.08,0.24,0.04,0.28,0.0,0.16,0.04,0.08,0.30000000000000004,0.2,0.05,0.1945,0.12
1,1,0,1.9007359504699708,0.0625,1.8810089826583862,2.1690215110778808,0.09375,1.3098105192184448,1.7922941446304321,0.08333333333333333,1.6432628631591797,0.021875,0.52,0.8,0.4,0.44,0.08,0.24,0.44,0.4,0.32,0.28,0.56,0.3,0.4,0.40299999999999997,0.44
2,2,0,0.8670137882232667,0.041666666666666664,1.4779183864593506,2.0207111120223997,0.17708333333333334,1.587028980255127,1.8051065444946288,0.11458333333333333,1.608741283416748,0.028124999999999997,0.12,0.24,0.08,0.32,0.4,0.76,0.48,0.28,0.48,0.36,0.13999999999999999,0.45,0.43,0.325,0.28
3,3,0,1.7942343711853026,0.14583333333333334,1.8037981986999512,2.1952413082122804,0.13541666666666666,1.7762248516082764,2.1996959686279296,0.14583333333333334,1.7405775785446167,0.06562499999999999,0.48,0.72,0.64,0.52,0.72,0.4,0.64,0.56,0.68,0.68,0.58,0.54,0.63,0.5885,0.56
4,4,0,2.0423545837402344,0.125,1.7646076679229736,2.2077933311462403,0.16666666666666666,1.56888747215271,1.9410994529724122,0.14583333333333334,1.710930347442627,0.06145833333333333,0.64,0.68,0.56,0.56,0.32,0.6,0.52,0.48,0.68,0.56,0.63,0.51,0.55,0.5655,0.52
5,5,1,0.5736259818077087,0.052083333333333336,1.4776793718338013,1.5928616285324098,0.07291666666666667,1.600381851196289,1.172761583328247,0.041666666666666664,1.7230925559997559,0.024999999999999998,0.04,0.2,0.36,0.16,0.44,0.2,0.2,0.52,0.12,0.28,0.16,0.24,0.26,0.221,0.12
6,6,1,1.096316123008728,0.052083333333333336,1.8812745809555054,2.214045763015747,0.16666666666666666,1.8837158679962158,1.5763558626174925,0.08333333333333333,1.8287705183029175,0.036458333333333336,0.28,0.84,0.36,0.6,1.0,0.6,0.32,0.76,0.32,0.52,0.43999999999999995,0.7000000000000001,0.43,0.5415,0.48
7,0,0,1.3077231884002685,0.052083333333333336,1.3847310543060303,1.0192401885986329,0.020833333333333332,1.8072926998138428,1.6296255111694338,0.07291666666666667,1.5563268661499023,0.029166666666666664,0.36,0.12,0.36,0.08,0.84,0.0,0.36,0.2,0.32,0.36,0.3,0.25,0.31,0.293,0.2
8,1,0,1.4793632268905639,0.07291666666666667,1.6488978862762451,1.8159234285354615,0.11458333333333333,1.338023066520691,1.592545437812805,0.08333333333333333,1.5970829725265503,0.036458333333333336,0.4,0.52,0.48,0.2,0.12,0.28,0.36,0.24,0.32,0.52,0.45,0.2,0.32,0.3535,0.32
9,2,0,0.6211345195770264,0.010416666666666666,1.3833026885986328,0.9845294237136841,0.03125,1.7370871305465698,0.9952368259429931,0.03125,1.6976078748703003,0.0,0.08,0.08,0.0,0.0,0.68,0.08,0.08,0.44,0.12,0.04,0.06,0.19,0.18,0.1205,0.08
