day_id,day_of_week,is_weekend,price_level_raw,price_duration_raw,price_ramp_raw,load_level_raw,load_duration_raw,load_ramp_raw,lambda_level_raw,lambda_duration_raw,lambda_ramp_raw,joint_raw,price_level_pct,price_ramp_pct,price_duration_pct,load_level_pct,load_ramp_pct,load_duration_pct,lambda_level_pct,lambda_ramp_pct,lambda_duration_pct,joint_pct,price_stress,load_stress,lambda_stress,stress_unscaled,stress_score
0,0,0,1.2367865085601806,0.052083333333333336,1.6080100536346436,1.7329519748687745,0.09375,1.2324453592300415,1.1721193552017213,0.052083333333333336,1.4691822528839111,0.014583333333333332,0.29411764705882354,0.4411764705882353,0.3235294117647059,0.23529411764705882,0.029411764705882353,0.3235294117647059,0.11764705882352941,0.20588235294117646,0.20588235294117646,0.17647058823529413,0.338235294117647,0.20588235294117646,0.16176470588235292,0.24117647058823527,0.17647058823529413
1,1,0,2.0542567014694213,0.08333333333333333,1.8660037517547607,2.196976900100708,0.10416666666666667,1.3336665630340576,1.3517774105072022,0.08333333333333333,1.6851110458374023,0.029166666666666664,0.5882352941176471,0.8529411764705882,0.4117647058823529,0.47058823529411764,0.058823529411764705,0.38235294117647056,0.23529411764705882,0.5,0.35294117647058826,0.38235294117647056,0.6102941176470588,0.34558823529411764,0.33088235294117646,0.4415441176470587,0.4411764705882353
2,2,0,1.3845657825469972,0.07291666666666667,1.4661285877227783,2.6449680805206297,0.19791666666666666,1.6159342527389526,2.1821349620819093,0.10416666666666667,1.6497104167938232,0.049999999999999996,0.35294117647058826,0.20588235294117646,0.4117647058823529,0.6176470588235294,0.4117647058823529,0.6764705882352942,0.5588235294117647,0.4117647058823529,0.5294117647058824,0.5588235294117647,0.3308823529411765,0.5808823529411764,0.5147058823529411,0.48014705882352937,0.4411764705882353
3,3,0,2.1181636095047,0.2604166666666667,1.7894089221954346,2.788766098022461,0.17708333333333334,1.8085758686065674,2.4331453323364256,0.19791666666666666,1.7849040031433105,0.10520833333333333,0.6176470588235294,0.7352941176470589,0.7647058823529411,0.6470588235294118,0.6764705882352942,0.6470588235294118,0.6764705882352942,0.6470588235294118,0.6764705882352942,0.7352941176470589,0.6838235294117647,0.6544117647058824,0.6691176470588236,0.6790441176470589,0.6470588235294118
4,4,0,1.873679757118225,0.125,1.7505309581756592,2.917928600311279,0.15625,1.5974624156951904,2.266724634170532,0.11458333333333333,1.7545018196105957,0.03958333333333334,0.5294117647058824,0.6764705882352942,0.5882352941176471,0.7352941176470589,0.35294117647058826,0.5588235294117647,0.6176470588235294,0.5882352941176471,0.5294117647058824,0.5588235294117647,0.5808823529411765,0.5955882352941178,0.5882352941176471,0.5838235294117647,0.6176470588235294
5,5,1,0.8073570728302002,0.010416666666666666,1.4658914804458618,1.7043807983398438,0.07291666666666667,1.6295301914215088,1.4320399522781373,0.0625,1.7669737339019775,0.014583333333333332,0.08823529411764706,0.17647058823529413,0.0,0.23529411764705882,0.4411764705882353,0.20588235294117646,0.29411764705882354,0.6176470588235294,0.2647058823529412,0.17647058823529413,0.08823529411764706,0.27941176470588236,0.36764705882352944,0.2102941176470588,0.17647058823529413
6,6,1,1.1813822269439698,0.052083333333333336,1.866267204284668,2.6490493774414063,0.14583333333333334,1.9180247783660889,1.6664509773254395,0.08333333333333333,1.8753429651260376,0.029166666666666664,0.2647058823529412,0.8823529411764706,0.3235294117647059,0.6470588235294118,0.9705882352941176,0.5294117647058824,0.4411764705882353,0.8235294117647058,0.35294117647058826,0.38235294117647056,0.43382352941176466,0.6985294117647058,0.5147058823529411,0.5308823529411764,0.5
7,0,0,1.3254841327667237,0.07291666666666667,1.3736847639083862,1.3655103683471679,0.052083333333333336,1.840209722518921,1.483885407447815,0.07291666666666667,1.595961093902588,0.014583333333333332,0.29411764705882354,0.08823529411764706,0.4117647058823529,0.08823529411764706,0.7647058823529411,0.11764705882352941,0.35294117647058826,0.2647058823529412,0.35294117647058826,0.17647058823529413,0.2720588235294118,0.2647058823529412,0.3308823529411765,0.2639705882352941,0.2647058823529412
8,1,0,1.4749367237091064,0.08333333333333333,1.6357442140579224,1.483185124397278,0.0625,1.3623930215835571,1.2817355394363403,0.0625,1.6377551555633545,0.014583333333333332,0.4117647058823529,0.5,0.4117647058823529,0.11764705882352941,0.11764705882352941,0.14705882352941177,0.20588235294117646,0.3235294117647059,0.2647058823529412,0.17647058823529413,0.4338235294117647,0.125,0.25,0.25955882352941173,0.20588235294117646
9,2,0,0.8916489601135253,0.020833333333333332,1.3722678422927856,1.2238627433776856,0.052083333333333336,1.7687255144119263,1.3267141342163087,0.052083333333333336,1.740840196609497,0.007291666666666666,0.14705882352941177,0.058823529411764705,0.058823529411764705,0.029411764705882353,0.6176470588235294,0.11764705882352941,0.20588235294117646,0.5588235294117647,0.20588235294117646,0.058823529411764705,0.10294117647058824,0.1985294117647059,0.29411764705882354,0.1584558823529412,0.058823529411764705
