price,load,lambda,sin_hour,cos_hour,day_of_week,is_weekend,t,day_id,step_in_day,dow_sin,dow_cos,stress_score
111.96179423743835,79.26739810316188,22.94399824546813,0.0,1.0,0,0.0,0,0,0,0.0,1.0,0.09090909090909091
115.01482371910836,82.96508239186329,20.08892464505613,0.065403129230143,0.9978589232386036,0,0.0,1,0,1,0.0,1.0,0.09090909090909091
112.80129485204348,80.750917457887,23.17364262133384,0.1305261922200515,0.9914448613738104,0,0.0,2,0,2,0.0,1.0,0.09090909090909091
116.04746336099385,80.1252778809675,22.97093778015339,0.1950903220161282,0.9807852804032304,0,0.0,3,0,3,0.0,1.0,0.09090909090909091
114.63895013976932,80.80541088276671,22.29684663355189,0.2588190451025207,0.9659258262890684,0,0.0,4,0,4,0.0,1.0,0.09090909090909091
109.97697326692295,79.14227405326776,20.73525893912512,0.3214394653031616,0.9469301294951056,0,0.0,5,0,5,0.0,1.0,0.09090909090909091
104.82907086717158,79.93026897433401,20.328098846695685,0.3826834323650898,0.9238795325112868,0,0.0,6,0,6,0.0,1.0,0.09090909090909091
104.28611167750972,80.74977156492662,21.28854809050188,0.4422886902190013,0.8968727415326883,0,0.0,7,0,7,0.0,1.0,0.09090909090909091
114.84995709546877,82.4357892753793,23.893009130527744,0.4999999999999999,0.8660254037844387,0,0.0,8,0,8,0.0,1.0,0.09090909090909091
116.96926279789888,80.54834215467716,23.38228564473053,0.5555702330196022,0.8314696123025452,0,0.0,9,0,9,0.0,1.0,0.09090909090909091
119.61424421509952,82.11035644895418,23.68584305279724,0.6087614290087207,0.7933533402912352,0,0.0,10,0,10,0.0,1.0,0.09090909090909091
114.48579549020565,82.71296532477487,22.17569744402916,0.6593458151000688,0.7518398074789774,0,0.0,11,0,11,0.0,1.0,0.09090909090909091
113.1577801883861,84.34858761504132,24.59749867301568,0.7071067811865475,0.7071067811865476,0,0.0,12,0,12,0.0,1.0,0.09090909090909091
106.5547896294004,82.18533091852596,22.406907657369214,0.7518398074789773,0.659345815100069,0,0.0,13,0,13,0.0,1.0,0.09090909090909091
115.02700562011002,84.79155376290775,24.185911222696177,0.7933533402912352,0.6087614290087207,0,0.0,14,0,14,0.0,1.0,0.09090909090909091
123.2816708632869,88.73178437870834,24.68385254962469,0.8314696123025452,0.5555702330196023,0,0.0,15,0,15,0.0,1.0,0.09090909090909091
115.07751156210504,86.40289586672003,24.993440197132,0.8660254037844386,0.5000000000000001,0,0.0,16,0,16,0.0,1.0,0.09090909090909091
113.43510156577712,87.43147119199759,24.721934243668297,0.8968727415326884,0.4422886902190012,0,0.0,17,0,17,0.0,1.0,0.09090909090909091
122.05412754036578,87.12278655545346,23.85155987387678,0.9238795325112868,0.3826834323650898,0,0.0,18,0,18,0.0,1.0,0.09090909090909091
120.41170563849548,85.3603380813523,24.283631446157187,0.9469301294951056,0.3214394653031617,0,0.0,19,0,19,0.0,1.0,0.09090909090909091
119.9968026590338,84.57014160237951,25.17566532386847,0.9659258262890684,0.2588190451025207,0,0.0,20,0,20,0.0,1.0,0.09090909090909091
124.64775861909204,88.82707393775584,23.97964462568529,0.9807852804032304,0.1950903220161283,0,0.0,21,0,21,0.0,1.0,0.09090909090909091
124.27733453997146,89.55260077257883,24.535634362644476,0.9914448613738104,0.1305261922200517,0,0.0,22,0,22,0.0,1.0,0.09090909090909091
121.06841311027613,91.77564576453103,27.03522658694725,0.9978589232386036,0.065403129230143,0,0.0,23,0,23,0.0,1.0,0.09090909090909091
124.14954849262358,91.0867437769895,25.57182460625312,1.0,6.123233995736766e-17,0,0.0,24,0,24,0.0,1.0,0.09090909090909091
119.2685990721386,86.1314210955131,26.63996178232187,0.9978589232386036,-0.0654031292301431,0,0.0,25,0,25,0.0,1.0,0.09090909090909091
120.41003830902682,90.83948508042508,26.799220975239063,0.9914448613738104,-0.1305261922200513,0,0.0,26,0,26,0.0,1.0,0.09090909090909091
121.4107387909006,88.66854503949729,23.75812907683469,0.9807852804032304,-0.1950903220161282,0,0.0,27,0,27,0.0,1.0,0.09090909090909091
123.11361789206254,93.97723981783608,27.83491502861475,0.9659258262890684,-0.2588190451025208,0,0.0,28,0,28,0.0,1.0,0.09090909090909091
131.30110846410415,88.30317626350379,26.312493838212127,0.9469301294951056,-0.3214394653031613,0,0.0,29,0,29,0.0,1.0,0.09090909090909091
124.4716524205752,91.2205952469103,24.617700423422164,0.9238795325112868,-0.3826834323650897,0,0.0,30,0,30,0.0,1.0,0.09090909090909091
121.07281844074262,90.0731928309129,25.29606588492279,0.8968727415326884,-0.4422886902190011,0,0.0,31,0,31,0.0,1.0,0.09090909090909091
125.29099523273706,91.23195190191356,25.919770880045892,0.8660254037844387,-0.4999999999999998,0,0.0,32,0,32,0.0,1.0,0.09090909090909091
119.47920448932416,89.50405650833815,24.00042384390302,0.8314696123025455,-0.555570233019602,0,0.0,33,0,33,0.0,1.0,0.09090909090909091
119.72858298515384,93.43003388380438,25.28818075248717,0.7933533402912352,-0.6087614290087207,0,0.0,34,0,34,0.0,1.0,0.09090909090909091
135.47198651757503,93.66732545829927,26.11080407741436,0.7518398074789774,-0.6593458151000688,0,0.0,35,0,35,0.0,1.0,0.09090909090909091
117.27586528739504,89.93915259791693,24.86247785592746,0.7071067811865476,-0.7071067811865475,0,0.0,36,0,36,0.0,1.0,0.09090909090909091
127.63232173613932,93.261938770777,28.426456512528475,0.659345815100069,-0.7518398074789773,0,0.0,37,0,37,0.0,1.0,0.09090909090909091
120.51081105899102,87.49667643853718,25.97216782472809,0.6087614290087209,-0.793353340291235,0,0.0,38,0,38,0.0,1.0,0.09090909090909091
122.6484357225321,88.27184164017909,24.739282382513256,0.5555702330196022,-0.8314696123025453,0,0.0,39,0,39,0.0,1.0,0.09090909090909091
127.66127073290292,91.78947502264056,25.078711869888757,0.4999999999999999,-0.8660254037844387,0,0.0,40,0,40,0.0,1.0,0.09090909090909091
113.73938885100294,87.22352097014735,25.33196159079001,0.4422886902190013,-0.8968727415326883,0,0.0,41,0,41,0.0,1.0,0.09090909090909091
119.18381673459396,84.00295049522495,25.776002626868948,0.3826834323650899,-0.9238795325112868,0,0.0,42,0,42,0.0,1.0,0.09090909090909091
128.37793759150122,89.3469669826987,25.352904966275307,0.3214394653031617,-0.9469301294951056,0,0.0,43,0,43,0.0,1.0,0.09090909090909091
123.5021929894583,89.66270446847544,25.805728849930595,0.258819045102521,-0.9659258262890682,0,0.0,44,0,44,0.0,1.0,0.09090909090909091
115.88094586080886,85.1161512081969,23.59615883494265,0.1950903220161286,-0.9807852804032304,0,0.0,45,0,45,0.0,1.0,0.09090909090909091
116.91590213850615,83.6153725024906,23.714776582952062,0.1305261922200515,-0.9914448613738104,0,0.0,46,0,46,0.0,1.0,0.09090909090909091
111.43124002522312,87.22712889111764,23.875376596779027,0.0654031292301431,-0.9978589232386036,0,0.0,47,0,47,0.0,1.0,0.09090909090909091
123.98743273077994,86.11078864934555,24.47918634801285,1.2246467991473532e-16,-1.0,0,0.0,48,0,48,0.0,1.0,0.09090909090909091
115.48849274495132,87.77925615076269,23.383338555632864,-0.0654031292301428,-0.9978589232386036,0,0.0,49,0,49,0.0,1.0,0.09090909090909091
130.4237819598108,91.70683308244732,25.034161108142285,-0.1305261922200517,-0.9914448613738104,0,0.0,50,0,50,0.0,1.0,0.09090909090909091
121.37866707593768,92.03319853218665,23.14225385645754,-0.1950903220161283,-0.9807852804032304,0,0.0,51,0,51,0.0,1.0,0.09090909090909091
122.98507866741195,87.4337714531186,24.82353073472122,-0.2588190451025203,-0.9659258262890684,0,0.0,52,0,52,0.0,1.0,0.09090909090909091
113.8910221257258,86.89093739047597,24.421926115717287,-0.3214394653031615,-0.9469301294951056,0,0.0,53,0,53,0.0,1.0,0.09090909090909091
118.3273326160635,86.13631288209923,23.4117789332314,-0.3826834323650896,-0.9238795325112868,0,0.0,54,0,54,0.0,1.0,0.09090909090909091
124.1874462775666,85.66819865397622,25.18335927607254,-0.4422886902190011,-0.8968727415326884,0,0.0,55,0,55,0.0,1.0,0.09090909090909091
122.26943744749778,88.32426617902641,24.989381570112823,-0.5000000000000001,-0.8660254037844386,0,0.0,56,0,56,0.0,1.0,0.09090909090909091
118.72605526363624,86.79147096775111,24.61738234339616,-0.555570233019602,-0.8314696123025455,0,0.0,57,0,57,0.0,1.0,0.09090909090909091
125.40879640186752,89.81457109303018,25.07064460087557,-0.6087614290087203,-0.7933533402912354,0,0.0,58,0,58,0.0,1.0,0.09090909090909091
120.81471020799786,85.77961210918536,26.38900741077535,-0.6593458151000688,-0.7518398074789775,0,0.0,59,0,59,0.0,1.0,0.09090909090909091
121.17902240843036,88.29171950705508,25.383386828612476,-0.7071067811865475,-0.7071067811865477,0,0.0,60,0,60,0.0,1.0,0.09090909090909091
120.87773207728,92.07095984326033,25.249034459019867,-0.7518398074789773,-0.6593458151000691,0,0.0,61,0,61,0.0,1.0,0.09090909090909091
129.27497513394383,89.8364863425053,27.8444093520161,-0.7933533402912349,-0.6087614290087209,0,0.0,62,0,62,0.0,1.0,0.09090909090909091
120.9791201593346,89.90308994003766,26.61855741483662,-0.8314696123025452,-0.5555702330196022,0,0.0,63,0,63,0.0,1.0,0.09090909090909091
130.85066683038033,99.14430777299296,25.115473869978903,-0.8660254037844384,-0.5000000000000004,0,0.0,64,0,64,0.0,1.0,0.09090909090909091
130.00135108626534,96.58480590249826,25.529910870690127,-0.8968727415326883,-0.4422886902190013,0,0.0,65,0,65,0.0,1.0,0.09090909090909091
135.75061920979724,98.7249542740908,28.13547094851826,-0.9238795325112864,-0.3826834323650903,0,0.0,66,0,66,0.0,1.0,0.09090909090909091
136.40539251766688,99.37539717147531,28.04213023593099,-0.9469301294951056,-0.3214394653031618,0,0.0,67,0,67,0.0,1.0,0.09090909090909091
131.8812693791262,97.0382968090201,28.843428546032413,-0.9659258262890684,-0.2588190451025206,0,0.0,68,0,68,0.0,1.0,0.09090909090909091
130.7298160676067,100.15315319066411,27.66892182776186,-0.9807852804032304,-0.1950903220161286,0,0.0,69,0,69,0.0,1.0,0.09090909090909091
143.688002814098,99.35142012421016,30.444155429603438,-0.9914448613738104,-0.1305261922200516,0,0.0,70,0,70,0.0,1.0,0.09090909090909091
135.0776679352019,97.11260339471032,29.32994496074356,-0.9978589232386036,-0.0654031292301427,0,0.0,71,0,71,0.0,1.0,0.09090909090909091
126.87832780231544,98.26291183198018,28.61851056805075,-1.0,-1.8369701987210294e-16,0,0.0,72,0,72,0.0,1.0,0.09090909090909091
131.16810035328714,99.0227655168124,27.232189127571782,-0.9978589232386036,0.0654031292301423,0,0.0,73,0,73,0.0,1.0,0.09090909090909091
126.62281744669626,94.05823178773792,26.542988530786157,-0.9914448613738104,0.1305261922200512,0,0.0,74,0,74,0.0,1.0,0.09090909090909091
139.42565405855396,100.02999006017517,30.19829789260093,-0.9807852804032304,0.1950903220161283,0,0.0,75,0,75,0.0,1.0,0.09090909090909091
127.18930939707978,100.15098528073996,27.66383332333692,-0.9659258262890684,0.2588190451025203,0,0.0,76,0,76,0.0,1.0,0.09090909090909091
132.4218712951036,96.75000065689036,28.248182079299344,-0.9469301294951056,0.3214394653031615,0,0.0,77,0,77,0.0,1.0,0.09090909090909091
129.93862144676223,96.29365677781466,28.091607567120622,-0.9238795325112866,0.38268343236509,0,0.0,78,0,78,0.0,1.0,0.09090909090909091
127.2498578057949,90.3333422644431,26.796532708931032,-0.8968727415326885,0.442288690219001,0,0.0,79,0,79,0.0,1.0,0.09090909090909091
137.58312725537135,92.43040320954282,27.87915778469131,-0.8660254037844386,0.5000000000000001,0,0.0,80,0,80,0.0,1.0,0.09090909090909091
132.23687834092996,91.15394472912216,27.149215720296937,-0.8314696123025455,0.5555702330196018,0,0.0,81,0,81,0.0,1.0,0.09090909090909091
127.55811622253532,93.19787781527538,27.17585372910897,-0.7933533402912352,0.6087614290087205,0,0.0,82,0,82,0.0,1.0,0.09090909090909091
132.9402211500799,92.1538320948704,27.956864749184625,-0.7518398074789772,0.6593458151000691,0,0.0,83,0,83,0.0,1.0,0.09090909090909091
128.4980241502151,87.24975411031049,25.87296643594736,-0.7071067811865477,0.7071067811865474,0,0.0,84,0,84,0.0,1.0,0.09090909090909091
126.88828526937792,88.96159588523588,24.097813836222677,-0.6593458151000694,0.7518398074789769,0,0.0,85,0,85,0.0,1.0,0.09090909090909091
119.54231218608037,83.4269693272259,25.02739733986027,-0.6087614290087209,0.7933533402912349,0,0.0,86,0,86,0.0,1.0,0.09090909090909091
121.33346286906936,82.64851196691855,25.559312295869724,-0.5555702330196022,0.8314696123025452,0,0.0,87,0,87,0.0,1.0,0.09090909090909091
115.73534107771276,81.863091398485,24.516934082706243,-0.5000000000000004,0.8660254037844384,0,0.0,88,0,88,0.0,1.0,0.09090909090909091
113.73073576418628,79.02165945077515,22.69504734908057,-0.4422886902190014,0.8968727415326883,0,0.0,89,0,89,0.0,1.0,0.09090909090909091
