price,load,lambda,sin_hour,cos_hour,day_of_week,is_weekend,t,day_id
111.96179423743835,79.26739810316188,22.94399824546813,0.0,1.0,0,0,0,0
115.01482371910835,82.96508239186329,20.088924645056135,0.06540312923014306,0.9978589232386035,0,0,1,0
112.80129485204347,80.750917457887,23.173642621333837,0.13052619222005157,0.9914448613738104,0,0,2,0
116.04746336099385,80.1252778809675,22.97093778015339,0.19509032201612825,0.9807852804032304,0,0,3,0
114.63895013976932,80.80541088276671,22.296846633551894,0.25881904510252074,0.9659258262890683,0,0,4,0
109.97697326692295,79.14227405326776,20.735258939125117,0.3214394653031616,0.9469301294951057,0,0,5,0
104.82907086717158,79.93026897433401,20.328098846695685,0.3826834323650898,0.9238795325112867,0,0,6,0
104.28611167750971,80.74977156492662,21.28854809050188,0.4422886902190013,0.8968727415326883,0,0,7,0
114.84995709546877,82.4357892753793,23.893009130527744,0.49999999999999994,0.8660254037844387,0,0,8,0
116.96926279789889,80.54834215467716,23.38228564473053,0.5555702330196022,0.8314696123025452,0,0,9,0
119.61424421509952,82.11035644895418,23.68584305279724,0.6087614290087207,0.7933533402912352,0,0,10,0
114.48579549020565,82.71296532477487,22.175697444029158,0.6593458151000688,0.7518398074789774,0,0,11,0
113.1577801883861,84.34858761504132,24.597498673015682,0.7071067811865475,0.7071067811865476,0,0,12,0
106.5547896294004,82.18533091852596,22.406907657369214,0.7518398074789773,0.659345815100069,0,0,13,0
115.02700562011002,84.79155376290775,24.185911222696177,0.7933533402912352,0.6087614290087207,0,0,14,0
123.2816708632869,88.73178437870834,24.68385254962469,0.8314696123025452,0.5555702330196023,0,0,15,0
115.07751156210503,86.40289586672003,24.993440197131996,0.8660254037844386,0.5000000000000001,0,0,16,0
113.43510156577712,87.43147119199759,24.721934243668297,0.8968727415326884,0.44228869021900125,0,0,17,0
122.05412754036578,87.12278655545346,23.85155987387678,0.9238795325112867,0.38268343236508984,0,0,18,0
120.41170563849549,85.3603380813523,24.283631446157187,0.9469301294951056,0.3214394653031617,0,0,19,0
119.99680265903379,84.57014160237951,25.17566532386847,0.9659258262890683,0.25881904510252074,0,0,20,0
124.64775861909204,88.82707393775584,23.979644625685292,0.9807852804032304,0.19509032201612833,0,0,21,0
124.27733453997146,89.55260077257883,24.535634362644473,0.9914448613738104,0.1305261922200517,0,0,22,0
121.06841311027611,91.77564576453105,27.035226586947246,0.9978589232386035,0.06540312923014305,0,0,23,0
124.14954849262358,91.0867437769895,25.571824606253116,1.0,6.123233995736766e-17,0,0,24,0
119.2685990721386,86.1314210955131,26.63996178232187,0.9978589232386035,-0.06540312923014314,0,0,25,0
120.41003830902682,90.83948508042508,26.799220975239066,0.9914448613738105,-0.13052619222005138,0,0,26,0
121.4107387909006,88.66854503949729,23.75812907683469,0.9807852804032304,-0.1950903220161282,0,0,27,0
123.11361789206254,93.97723981783608,27.83491502861475,0.9659258262890683,-0.25881904510252085,0,0,28,0
131.30110846410417,88.30317626350379,26.312493838212127,0.9469301294951057,-0.32143946530316136,0,0,29,0
124.4716524205752,91.2205952469103,24.617700423422164,0.9238795325112867,-0.3826834323650897,0,0,30,0
121.07281844074262,90.0731928309129,25.29606588492279,0.8968727415326884,-0.44228869021900113,0,0,31,0
125.29099523273706,91.23195190191356,25.919770880045895,0.8660254037844387,-0.4999999999999998,0,0,32,0
119.47920448932415,89.50405650833815,24.00042384390302,0.8314696123025455,-0.555570233019602,0,0,33,0
119.72858298515385,93.43003388380438,25.28818075248717,0.7933533402912352,-0.6087614290087207,0,0,34,0
135.47198651757503,93.66732545829927,26.110804077414357,0.7518398074789774,-0.6593458151000688,0,0,35,0
117.27586528739504,89.93915259791693,24.86247785592746,0.7071067811865476,-0.7071067811865475,0,0,36,0
127.63232173613932,93.261938770777,28.426456512528475,0.659345815100069,-0.7518398074789773,0,0,37,0
120.51081105899102,87.49667643853718,25.972167824728086,0.6087614290087209,-0.793353340291235,0,0,38,0
122.6484357225321,88.27184164017909,24.739282382513256,0.5555702330196022,-0.8314696123025453,0,0,39,0
127.66127073290292,91.78947502264057,25.078711869888753,0.49999999999999994,-0.8660254037844387,0,0,40,0
113.73938885100294,87.22352097014735,25.33196159079001,0.4422886902190013,-0.8968727415326883,0,0,41,0
119.18381673459395,84.00295049522495,25.776002626868948,0.3826834323650899,-0.9238795325112867,0,0,42,0
128.37793759150122,89.3469669826987,25.352904966275307,0.32143946530316175,-0.9469301294951056,0,0,43,0
123.5021929894583,89.66270446847544,25.805728849930595,0.258819045102521,-0.9659258262890682,0,0,44,0
115.88094586080886,85.1161512081969,23.596158834942646,0.1950903220161286,-0.9807852804032304,0,0,45,0
116.91590213850617,83.6153725024906,23.714776582952066,0.13052619222005157,-0.9914448613738104,0,0,46,0
111.43124002522312,87.22712889111764,23.875376596779027,0.06540312923014312,-0.9978589232386035,0,0,47,0
123.98743273077994,86.11078864934555,24.479186348012846,1.2246467991473532e-16,-1.0,0,0,48,0
115.48849274495133,87.77925615076269,23.383338555632864,-0.06540312923014287,-0.9978589232386035,0,0,49,0
130.4237819598108,91.70683308244732,25.034161108142285,-0.13052619222005177,-0.9914448613738104,0,0,50,0
121.37866707593767,92.03319853218665,23.14225385645754,-0.19509032201612836,-0.9807852804032304,0,0,51,0
122.98507866741197,87.4337714531186,24.82353073472122,-0.25881904510252035,-0.9659258262890684,0,0,52,0
113.8910221257258,86.89093739047597,24.421926115717287,-0.32143946530316153,-0.9469301294951057,0,0,53,0
118.3273326160635,86.13631288209923,23.411778933231396,-0.38268343236508967,-0.9238795325112868,0,0,54,0
124.1874462775666,85.66819865397622,25.18335927607254,-0.4422886902190011,-0.8968727415326884,0,0,55,0
122.26943744749778,88.32426617902641,24.989381570112823,-0.5000000000000001,-0.8660254037844386,0,0,56,0
118.72605526363623,86.79147096775111,24.617382343396162,-0.555570233019602,-0.8314696123025455,0,0,57,0
125.40879640186753,89.81457109303018,25.070644600875575,-0.6087614290087203,-0.7933533402912354,0,0,58,0
