day_id,stress_score
0,0.11080711354309165
1,0.1039671682626539
2,0.09302325581395349
3,0.11354309165526676
4,0.11354309165526676
5,0.09849521203830369
6,0.09028727770177838
7,0.06839945280437756
8,0.09712722298221614
9,0.1012311901504788
10,0.09439124487004104
11,0.09028727770177838
12,0.1012311901504788
13,0.09165526675786594
14,0.12038303693570451
15,0.16279069767441862
16,0.12448700410396717
17,0.21477428180574556
18,0.08481532147742818
19,0.060191518467852256
20,0.07797537619699042
21,0.06976744186046512
22,0.08207934336525308
23,0.06292749658002736
24,0.06292749658002736
25,0.04103967168262654
26,0.07113543091655267
27,0.04514363885088919
28,0.036935704514363885
29,0.028727770177838577
30,0.027359781121751026
31,0.016415868673050615
32,0.015047879616963064
33,0.025991792065663474
34,0.005471956224350205
35,0.019151846785225718
36,0.009575923392612859
37,0.005471956224350205
38,0.012311901504787962
39,0.019151846785225718
40,0.009575923392612859
41,0.0013679890560875513
42,0.0027359781121751026
43,0.012311901504787962
44,0.0
45,0.02051983584131327
46,0.009575923392612859
47,0.016415868673050615
48,0.023255813953488372
49,0.027359781121751026
50,0.02188782489740082
51,0.049247606019151846
52,0.03419972640218878
53,0.03283173734610123
54,0.04377564979480164
55,0.03967168262653899
56,0.07797537619699042
57,0.036935704514363885
58,0.030095759233926128
59,0.047879616963064295
60,0.0560875512995896
61,0.04240766073871409
62,0.03556771545827633
63,0.06703146374829001
64,0.0533515731874145
65,0.060191518467852256
66,0.04240766073871409
67,0.060191518467852256
68,0.0506155950752394
69,0.06292749658002736
70,0.08481532147742818
71,0.05198358413132695
72,0.07934336525307797
73,0.05471956224350205
74,0.0533515731874145
75,0.07387140902872777
76,0.08891928864569083
77,0.07250341997264022
78,0.08207934336525308
79,0.07523939808481532
80,0.07523939808481532
81,0.11901504787961696
82,0.12722298221614228
83,0.08618331053351573
84,0.12175102599179206
85,0.106703146374829
86,0.1436388508891929
87,0.1326949384404925
88,0.16142270861833105
89,0.15047879616963064
90,0.23255813953488372
91,0.15595075239398085
92,0.1039671682626539
93,0.17236662106703146
94,0.11764705882352941
95,0.1573187414500684
96,0.13406292749658003
97,0.15321477428180574
98,0.1381668946648427
99,0.09986320109439124
100,0.11627906976744186
101,0.14227086183310533
102,0.18057455540355677
103,0.16142270861833105
104,0.1121751025991792
105,0.1354309165526676
106,0.25444596443228457
107,0.16415868673050615
108,0.265389876880985
109,0.19151846785225718
110,0.16689466484268126
111,0.2503419972640219
112,0.27906976744186046
113,0.17783857729138167
114,0.16963064295485636
115,0.23119015047879618
116,0.1491108071135431
117,0.29411764705882354
118,0.17373461012311903
119,0.24350205198358413
120,0.3748290013679891
121,0.3091655266757866
122,0.46101231190150477
123,0.4829001367989056
124,0.4008207934336525
125,0.2079343365253078
126,0.2270861833105335
127,0.2612859097127223
128,0.2872777017783858
129,0.28317373461012313
130,0.2393980848153215
131,0.2051983584131327
132,0.35841313269493846
133,0.18604651162790697
134,0.31326949384404923
135,0.17373461012311903
136,0.35841313269493846
137,0.22845417236662108
138,0.2558139534883721
139,0.2694938440492476
140,0.2763337893296854
141,0.280437756497948
142,0.23666210670314639
143,0.3392612859097127
144,0.332421340629275
145,0.2913816689466484
146,0.19835841313269495
147,0.3953488372093023
148,0.3228454172366621
149,0.3912448700410397
150,0.5280437756497948
151,0.5759233926128591
152,0.4774281805745554
153,0.533515731874145
154,0.30506155950752395
155,0.24897400820793433
156,0.3816689466484268
157,0.43502051983584133
158,0.3433652530779754
159,0.36388508891928867
160,0.39398084815321477
161,0.45006839945280436
162,0.7099863201094391
163,0.615595075239398
